001654,1980-04-09
001656,1980-08-03
001669,1979-10-27
001671,1979-03-22
001673,1978-12-14
001677,1980-09-01
001678,1980-01-03
001679,1979-05-13
001682,1978-12-01
001685,1978-02-16
001687,1980-08-21
001689,1979-03-05
001693,1979-08-18
001696,1977-08-09
001700,1979-03-03
001707,1981-07-16
001708,1980-08-17
001709,1981-04-04
001711,1980-08-10
001714,1981-07-26
001717,1980-08-12
001719,1981-08-22
001721,1981-01-14
001738,1980-12-07
001739,1980-08-25
001741,1980-11-15
001742,1981-07-04
001746,1980-05-23
001747,1979-01-03
001748,1979-05-13
001749,1980-12-30
001750,1981-02-12
001751,1979-09-05
001752,1980-06-11
001753,1980-10-24
001756,1977-06-27
001757,1979-08-21
001758,1982-06-25
001760,1981-05-17
001765,1978-08-01
001767,1980-10-29
001768,1978-03-12
001769,1978-08-21
001770,1979-11-29
001776,1980-08-13
001777,1979-12-05
001779,1979-11-12
001780,1980-03-13
001781,1980-01-26
001782,1978-06-01
001783,1977-04-20
001784,1979-07-07
001791,1980-07-10
001792,1980-10-15
001793,1980-04-13
001800,1980-09-18
001804,1981-01-07
001808,1981-05-16
001810,1980-10-17
001817,1978-07-30
001818,1978-04-01
001823,1980-08-03
001824,1979-06-30
001830,1980-06-09
001839,1978-03-12
001847,1978-11-07
001848,1980-12-07
001849,1981-11-09
001852,1980-02-13
001857,1981-03-27
001858,1981-06-24
001859,1979-03-11
001863,1978-08-28
001868,1979-12-29
001871,1979-11-20
001875,1979-04-01
001878,1979-06-10
001879,1980-01-31
001880,1981-03-29
001881,1980-07-18
001883,1980-07-25
001885,1981-11-18
001886,1980-05-12
001887,1978-06-10
001899,1981-05-04
001900,1982-06-12
001901,1981-04-27
001903,1982-01-07
001905,1982-04-30
001907,1982-02-03
001908,1980-04-30
001911,1980-06-17
001915,1981-06-12
001916,1982-04-23
001917,1981-01-17
001922,1981-01-21
001923,1981-03-01
001936,1980-11-17
001937,1978-05-21
001938,1979-03-26
001942,1982-04-14
001943,1981-04-18
001945,1982-01-27
001947,1982-03-20
001948,1981-10-14
001950,1981-04-06
001952,1982-03-10
001953,1982-01-29
001954,1976-10-24
001956,1981-02-13
001958,1980-01-04
001961,1982-05-26
001963,1978-11-15
001965,1981-09-16
001966,1981-08-21
001969,1981-05-26
001970,1981-11-24
001971,1980-05-07
001972,1981-08-06
001974,1982-01-10
001975,1981-05-06
001978,1981-08-14
001980,1981-04-13
001981,1981-01-23
001983,1982-09-22
001984,1979-07-22
001986,1981-11-26
001988,1981-08-29
001989,1981-05-12
001991,1981-01-22
001992,1981-12-13
001993,1982-09-23
001997,1982-08-05
001999,1981-08-20
002001,1981-09-08
002002,1982-08-12
002004,1982-03-08
002007,1980-11-21
002008,1981-10-13
002009,1979-04-11
002011,1982-05-06
002015,1981-01-22
002020,1976-08-17
002025,1983-04-29
002026,1982-05-30
002027,1982-08-03
002029,1980-10-27
002030,1981-08-07
002033,1981-07-29
002034,1982-07-11
002035,1982-09-28
002039,1981-06-08
002041,1982-12-17
002042,1982-06-06
002043,1981-08-26
002050,1980-06-28
002052,1978-11-05
002053,1980-07-22
002057,1982-08-06
002061,1981-05-01
002062,1982-03-24
002065,1981-08-15
002070,1975-02-11
002074,1971-08-09
002079,1979-06-15
002082,1977-09-07
002085,1979-05-06
002102,1976-08-10
002104,1975-03-01
002110,1983-10-31
002120,1988-06-30
002122,1987-11-20
002123,1989-06-23
002125,1990-05-07
002126,1988-03-06
002129,1988-11-23
002134,1991-03-27
002136,1992-04-08
002139,1992-02-28
002140,1991-08-12
002146,1993-09-14
002150,1994-11-03
002153,1992-10-29
002154,1994-07-08
002158,1994-11-06
002165,1996-04-12
002166,1993-05-31
002167,1993-05-19
002172,1998-01-03
002173,1980-02-17
002175,1997-08-14
002176,1996-09-06
002177,1997-04-01
002178,1971-07-04
006006,1983-12-24
006008,1983-05-06
006010,1980-02-24
006012,1982-02-27
006016,1983-05-10
006018,1984-08-21
006021,1984-05-29
006030,1984-05-04
006035,1983-04-16
006036,1982-07-28
006051,1984-01-04
006053,1983-03-27
006054,1983-11-01
006061,1984-05-08
006065,1983-01-26
006069,1983-10-17
006070,1983-02-01
006081,1983-09-19
006089,1983-08-13
006091,1985-01-15
006095,1977-10-08
006106,1984-11-18
006107,1985-02-10
006112,1984-08-10
006120,1982-03-02
006121,1984-10-20
006125,1976-06-23
006127,1978-12-21
006128,1983-03-15
006143,1984-02-06
006146,1983-06-11
006154,1983-04-11
006157,1985-12-02
006163,1983-05-10
006241,1987-03-19
006308,1985-08-10
006311,1986-08-19
006688,1989-12-22
006715,1989-05-31
006716,1985-07-05
006717,1986-08-17
006720,1985-03-27
006901,1987-05-16
006915,1991-12-10
006937,1993-01-22
006958,1991-12-17
006970,1993-12-11
006975,1991-01-01
006989,1990-04-04
007040,1994-07-04
007043,1994-02-23
007057,1994-08-25
007059,1988-12-13
007088,1991-10-18
007101,1988-01-19
007110,1994-08-24
007125,1994-01-25
007130,1993-10-10
007194,1992-11-26
007202,1993-10-03
007216,1992-03-28
007256,1992-07-11
007260,1994-03-20
007262,1992-07-01
007264,1989-11-30
007284,1992-11-13
007291,1993-10-20
007296,1992-09-03
007297,1992-08-25
007302,1993-10-04
007304,1994-02-18
007308,1995-02-24
007312,1994-09-06
007331,1992-04-11
007333,1995-01-25
007354,1994-10-17
007357,1993-11-26
007359,1994-06-25
007361,1994-09-14
007366,1980-09-09
007368,1991-08-28
007389,1994-01-16
007390,1992-05-31
007392,1993-07-19
007394,1990-01-19
007400,1991-11-19
007403,1994-07-29
007405,1990-08-27
007415,1994-01-19
007416,1992-10-07
007418,1993-06-25
007420,1992-04-26
007421,1993-08-11
007422,1994-06-29
007426,1992-09-16
007431,1993-07-30
007433,1992-10-24
007434,1993-09-27
007460,1993-12-11
007462,1992-04-29
007471,1991-11-03
007472,1994-06-29
007474,1992-10-05
007475,1990-12-19
007476,1993-11-20
007478,1991-11-05
007479,1990-05-13
007438,1992-07-02
007445,1993-03-07
007493,1995-07-04
007501,1995-10-10
007502,1994-08-18
007522,1994-09-06
007621,1996-04-05
007580,1992-10-25
007593,1995-06-26
007594,1993-06-22
007606,1996-11-07
007610,1995-02-02
007626,1989-03-17
007628,1997-02-10
007634,1996-01-02
007648,1995-04-24
007649,1995-11-30
007667,1992-06-30
007675,1995-10-24
007676,1992-10-13
007678,1996-04-17
007687,1997-07-08
007693,1998-03-25
007694,1997-06-18
007695,1998-02-16
007697,1997-06-14
007724,1998-01-01
007728,1997-09-03
007729,1994-09-26
007743,1995-08-07
007744,1998-03-19
007747,1998-04-08
007775,1999-04-29
007776,1998-12-16
007780,1997-03-13
007784,1999-10-16
007785,1999-03-01
007831,1994-09-30
007791,1998-06-23
007796,1997-01-14
007802,1996-08-29
007810,1998-11-21
007876,1996-06-07
007877,1994-10-08
007882,1997-03-19
007879,1997-10-12
007886,1997-09-17
007891,1999-11-30
007892,2000-03-30
007898,1998-07-31
007909,1993-04-24
007912,1997-04-18
007913,2001-05-22
007953,1995-07-09
008010,2000-11-27
002171,1984-03-08
007952,1998-08-12
007939,2000-10-01
002179,1998-12-16
002180,1992-01-14
002181,1991-11-13
002182,1995-01-22
002183,1999-11-13
005259,1984-09-02
005260,1973-02-17
005261,1994-08-04
005262,1982-07-08
005263,1977-11-06
005264,1989-12-14
005265,1969-02-13
005266,1989-12-23
005268,1987-06-07
005269,1986-08-03
005270,1983-11-27
005271,1978-07-04
005272,1980-11-27
005273,1977-03-03
007941,1993-12-12
007942,2001-01-12
007945,2000-06-11
007948,2000-05-15
007950,2002-05-07
007951,1997-03-03
007963,2002-01-30
007964,2002-03-10
007967,2001-08-07
007968,2000-10-06
007969,2002-02-08
007971,2001-11-15
007973,2001-08-10
007976,2001-04-15
007978,2001-09-02
007979,2001-06-04
007980,2002-10-30
007981,2002-09-14
007982,2000-09-17
007983,1999-12-18
007984,1997-09-23
007985,1999-06-25
007986,2002-07-30
007987,2002-12-30
007989,1998-08-08
007990,2002-04-19
007991,1997-06-06
007995,1999-06-10
007997,2001-12-01
007998,2002-07-06
007999,2002-04-25
008000,1997-04-11
008001,1998-07-17
008002,2002-12-29
008003,2003-07-10
008004,1991-01-28
008006,1997-10-16
008007,1999-06-20
008011,2000-06-23
008013,1999-03-14
008014,2002-09-29
008015,2002-02-20
008016,2000-09-09
008017,1997-05-30
008018,2003-09-25
008019,2001-02-04
008020,2002-11-23
008021,1998-12-17
008022,1998-10-03
008023,2002-04-14
008024,2000-05-22
008025,1999-11-06
008026,2001-12-11
008027,2001-02-03
008028,1999-12-16
008029,2000-06-25
008030,2004-03-21
008031,2003-03-16
008032,2000-03-06
008033,2002-02-18
008034,2004-07-29
008035,2000-04-23
008036,2002-05-13
008037,2001-01-15
008038,1999-09-26
008039,2002-06-01
008040,2000-09-11
008041,2000-12-08
008042,2000-12-13
008043,2000-10-22
008044,2003-02-23
008045,2004-03-11
008046,1999-10-06
008047,2004-01-12
008048,2004-03-17
008049,2003-08-10
008050,2001-03-28
008051,1999-11-13
008052,2003-12-19
008053,2004-06-12
008054,2002-09-02
008055,2004-08-13
008056,2004-03-14
008057,1986-01-22
008058,2003-08-15
008059,2004-05-08
008060,2000-10-30
008061,2001-02-11
008062,2003-01-08
