AWRSZ5100-A203,STD A203,STD,5190.7,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A204,STD A204,STD,5216.1,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A205,STD A205,STD,5241.5,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A206,STD A206,STD,5266.9,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A207,STD A207,STD,5292.3,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A208,STD A208,STD,5317.7,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A209,STD A209,STD,5343.1,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A210,STD A210,STD,5368.5,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A211,STD A211,STD,5393.9,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A212,STD A212,STD,5419.3,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A213,STD A213,STD,5444.7,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A214,STD A214,STD,5470.1,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A215,STD A215,STD,5495.5,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A216,STD A216,STD,5520.9,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
AWRSZ5100-A217,STD A217,STD,5546.3,-4.5,4.5,7.5,0,RMA A,105.11,23,225.55295,12.5,0.4,0.4,9,0.8,0.8,FALSE
